request_id,latency_sec
1,0.1470959186553955
2,0.05745506286621094
3,0.057031869888305664
4,0.05746889114379883
5,0.06091499328613281
6,0.05530500411987305
7,0.060578107833862305
8,0.14810514450073242
9,0.06456208229064941
10,0.0683140754699707
11,0.06094789505004883
12,0.06126093864440918
13,0.060484886169433594
14,0.05434012413024902
15,0.06141090393066406
16,0.14771723747253418
17,0.06016111373901367
18,0.05745530128479004
19,0.06401801109313965
20,0.05553388595581055
21,0.05860495567321777
22,0.058656930923461914
23,0.14315080642700195
24,0.0606839656829834
25,0.06570601463317871
26,0.06490325927734375
27,0.06486916542053223
28,0.06685495376586914
29,0.0595247745513916
30,0.14300012588500977
31,0.06711912155151367
32,0.0611577033996582
33,0.06517195701599121
34,0.06368684768676758
35,0.06601381301879883
36,0.0664832592010498
37,0.1310439109802246
38,0.06197667121887207
39,0.06306815147399902
40,0.06020307540893555
41,0.06080985069274902
42,0.059539079666137695
43,0.06959795951843262
44,0.15621304512023926
45,0.08258771896362305
46,0.0641169548034668
47,0.07066702842712402
48,0.06110119819641113
49,0.07094001770019531
50,0.1415719985961914
51,0.06397795677185059
52,0.06540989875793457
53,0.06372690200805664
54,0.05806612968444824
55,0.06237387657165527
56,0.06365680694580078
57,0.14617085456848145
58,0.05926513671875
59,0.060337066650390625
60,0.061531782150268555
61,0.06427407264709473
62,0.06154680252075195
63,0.06254005432128906
64,0.1537489891052246
65,0.06087899208068848
66,0.056919097900390625
67,0.057096004486083984
68,0.0605471134185791
69,0.060723066329956055
70,0.060391902923583984
71,0.06358003616333008
72,0.13566899299621582
73,0.06418204307556152
74,0.06274890899658203
75,0.060440778732299805
76,0.06304001808166504
77,0.0639638900756836
78,0.06300187110900879
79,0.14837098121643066
80,0.05781388282775879
81,0.05713009834289551
82,0.06325888633728027
83,0.06357407569885254
84,0.060243844985961914
85,0.05639386177062988
86,0.13394808769226074
87,0.06551384925842285
88,0.05905604362487793
89,0.06040215492248535
90,0.0658102035522461
91,0.05672287940979004
92,0.06124997138977051
93,0.06007194519042969
94,0.14473295211791992
95,0.058936119079589844
96,0.07159876823425293
97,0.06452488899230957
98,0.06251811981201172
99,0.0613861083984375
100,0.06344127655029297
