request_id,latency_sec
1,0.1425788402557373
2,0.05870485305786133
3,0.0583193302154541
4,0.06475210189819336
5,0.05634284019470215
6,0.053678274154663086
7,0.05735492706298828
8,0.13875699043273926
9,0.05746006965637207
10,0.05758786201477051
11,0.06174492835998535
12,0.062108755111694336
13,0.054995059967041016
14,0.060631752014160156
15,0.14191198348999023
16,0.06318998336791992
17,0.06261920928955078
18,0.06358456611633301
19,0.06257009506225586
20,0.05779910087585449
21,0.0630030632019043
22,0.15108299255371094
23,0.1154940128326416
24,0.09649515151977539
25,0.06325316429138184
26,0.06582307815551758
27,0.05798506736755371
28,0.15066099166870117
29,0.059623003005981445
30,0.06174516677856445
31,0.06341195106506348
32,0.061502933502197266
33,0.06047320365905762
34,0.07014989852905273
35,0.15450310707092285
36,0.06619405746459961
37,0.05974102020263672
38,0.06817197799682617
39,0.05926203727722168
40,0.06540894508361816
41,0.06117081642150879
42,0.1425020694732666
43,0.056134939193725586
44,0.05765414237976074
45,0.05640888214111328
46,0.06469488143920898
47,0.06619906425476074
48,0.06505274772644043
49,0.15384697914123535
50,0.06448483467102051
51,0.05690598487854004
52,0.06414294242858887
53,0.06157803535461426
54,0.07066798210144043
55,0.06433486938476562
56,0.141815185546875
57,0.06701302528381348
58,0.06686806678771973
59,0.06079697608947754
60,0.06129193305969238
61,0.06051898002624512
62,0.06168413162231445
63,0.1459650993347168
64,0.06624388694763184
65,0.05846118927001953
66,0.0646212100982666
67,0.06537079811096191
68,0.06174802780151367
69,0.06325674057006836
70,0.14326930046081543
71,0.05974698066711426
72,0.05403780937194824
73,0.057684898376464844
74,0.06328821182250977
75,0.05313992500305176
76,0.06211090087890625
77,0.14775681495666504
78,0.05685877799987793
79,0.05700802803039551
80,0.06148982048034668
81,0.0572199821472168
82,0.05799388885498047
83,0.05904579162597656
84,0.06400108337402344
85,0.1392068862915039
86,0.06306886672973633
87,0.05827689170837402
88,0.06300902366638184
89,0.05786490440368652
90,0.05736970901489258
91,0.062155961990356445
92,0.13795900344848633
93,0.06295490264892578
94,0.06377482414245605
95,0.06065797805786133
96,0.06491804122924805
97,0.06281089782714844
98,0.059980154037475586
99,0.14662480354309082
100,0.0637350082397461
