request_id,latency_sec
1,0.05743002891540527
2,0.05905485153198242
3,0.055338144302368164
4,0.06013607978820801
5,0.060463666915893555
6,0.06138801574707031
7,0.13295483589172363
8,0.05525994300842285
9,0.059023141860961914
10,0.06129026412963867
11,0.06446695327758789
12,0.060752153396606445
13,0.06195712089538574
14,0.12996888160705566
15,0.059060096740722656
16,0.06496286392211914
17,0.06323575973510742
18,0.06546187400817871
19,0.05922198295593262
20,0.05700993537902832
21,0.05701184272766113
22,0.12661004066467285
23,0.05913496017456055
24,0.060678958892822266
25,0.06302714347839355
26,0.05849790573120117
27,0.0578761100769043
28,0.06305599212646484
29,0.13779401779174805
30,0.06500816345214844
31,0.06413793563842773
32,0.06417632102966309
33,0.05988597869873047
34,0.05860590934753418
35,0.06242012977600098
36,0.15011215209960938
37,0.06475210189819336
38,0.0604548454284668
39,0.059601783752441406
40,0.06434416770935059
41,0.05789995193481445
42,0.06417202949523926
43,0.15413498878479004
44,0.06282925605773926
45,0.06125783920288086
46,0.05393481254577637
47,0.05583906173706055
48,0.06446003913879395
49,0.061865806579589844
50,0.06547212600708008
51,0.1555500030517578
52,0.06318211555480957
53,0.06014704704284668
54,0.06114006042480469
55,0.06029486656188965
56,0.060270071029663086
57,0.05710268020629883
58,0.13151907920837402
59,0.05824685096740723
60,0.0598149299621582
61,0.06796717643737793
62,0.06306099891662598
63,0.05830097198486328
64,0.05898332595825195
65,0.15715408325195312
66,0.06497001647949219
67,0.06531214714050293
68,0.06284594535827637
69,0.06115078926086426
70,0.0609588623046875
71,0.05712008476257324
72,0.1492769718170166
73,0.06090664863586426
74,0.05756521224975586
75,0.06667208671569824
76,0.05995607376098633
77,0.06146717071533203
78,0.058715105056762695
79,0.13133597373962402
80,0.06604695320129395
81,0.06190800666809082
82,0.061003923416137695
83,0.06297993659973145
84,0.054364919662475586
85,0.05378317832946777
86,0.0711359977722168
87,0.14683318138122559
88,0.05913519859313965
89,0.05552196502685547
90,0.059454917907714844
91,0.058923959732055664
92,0.06544089317321777
93,0.17368316650390625
94,0.05655503273010254
95,0.05548691749572754
96,0.055233001708984375
97,0.06161928176879883
98,0.059448957443237305
99,0.05500483512878418
100,0.06057596206665039
